freq_khz,volume_l,L_wave_peak_amp_water,L_wave_time_ms_water,T_wave_peak_amp_water,T_wave_time_ms_water,L_wave_peakamp_air,L_wave_time_air_ms,T_wave_peakamp_air,T_wave_time_air_ms,L_Wave_RF,T_wave_RF,dtof_L_wave,dtof_T_wave
500,3,2.466943145,0.36878056,5.261312498,0.64444455,2.498323369,0.36898967,5.287542798,0.64450966,0.987439487,0.9950392269,0.00020911,-0.00006511
500,4,2.450416628,0.36879575,5.255075255,0.64442775,2.498323369,0.36898967,5.287542798,0.64450966,0.9808244437,0.993859616,0.00019392,-0.00008191
500,5,2.453426449,0.36879825,5.247036846,0.64443025,2.498323369,0.36898967,5.287542798,0.64450966,0.98202918,0.9923393619,0.00019142,-0.00007941
500,6,2.432064667,0.36884577,5.269243761,0.64446176,2.498323369,0.36898967,5.287542798,0.64450966,0.9734787328,0.9965392174,0.0001439,-0.0000479
500,7,2.422391244,0.36879835,5.291419071,0.64444635,2.498323369,0.36898967,5.287542798,0.64450966,0.969606767,1.000733095,0.00019132,-0.00006331
500,8,2.405689545,0.3688029,5.274258165,0.64445089,2.498323369,0.36898967,5.287542798,0.64450966,0.9629216039,0.9974875603,0.00018677,-0.00005877
500,9,2.390096704,0.36881447,5.274381683,0.64444646,2.498323369,0.36898967,5.287542798,0.64450966,0.9566802819,0.9975109205,0.0001752,-0.0000632
500,10,2.351912496,0.36882258,5.299783088,0.64450257,2.498323369,0.36898967,5.287542798,0.64450966,0.9413963483,1.00231493,0.00016709,-0.00000709
500,12,2.351111466,0.36878235,5.221300194,0.64444635,2.498323369,0.36898967,5.287542798,0.64450966,0.9410757214,0.9874719494,0.00020732,-0.00006331
500,12.5,2.350046481,0.36878149,5.2143101,0.64442148,2.498323369,0.36898967,5.287542798,0.64450966,0.9406494413,0.9861499565,0.00020818,-0.00008818
500,13,2.336282439,0.36873166,5.234900429,0.64444364,2.498323369,0.36898967,5.287542798,0.64450966,0.9351401296,0.9900440771,0.00025801,-0.00006602
500,14,2.325017304,0.36870952,5.201055376,0.6444215,2.498323369,0.36898967,5.287542798,0.64450966,0.9306310519,0.9836431732,0.00028015,-0.00008816
500,15,2.320665608,0.3686361,5.160739078,0.64442009,2.498323369,0.36898967,5.287542798,0.64450966,0.9288892051,0.9760184031,0.00035357,-0.00008957
500,16,2.317442497,0.36868552,5.15363622,0.6476135,2.498323369,0.36898967,5.287542798,0.64450966,0.9275990954,0.9746750839,0.00030415,0.00310384
500,18,2.282569902,0.36868522,5.133316784,0.6476132,2.498323369,0.36898967,5.287542798,0.64450966,0.9136406962,0.9708321956,0.00030445,0.00310354
500,20,2.265720523,0.36862198,5.117945253,0.64759796,2.498323369,0.36898967,5.287542798,0.64450966,0.9068964217,0.9679250739,0.00036769,0.0030883
500,22,2.243165166,0.36873298,5.098713399,0.64758896,2.498323369,0.36898967,5.287542798,0.64450966,0.8978682241,0.9642878733,0.00025669,0.0030793
500,24,2.211153031,0.36861166,5.09161074,0.64631564,2.498323369,0.36898967,5.287542798,0.64450966,0.8850547767,0.9629445916,0.00037801,0.00180598
500,26,2.193633233,0.36868348,5.075419431,0.64633946,2.498323369,0.36898967,5.287542798,0.64450966,0.8780421544,0.9598824304,0.00030619,0.0018298
500,28,2.168816767,0.36865918,5.071321645,0.64633916,2.498323369,0.36898967,5.287542798,0.64450966,0.8681089061,0.9591074416,0.00033049,0.0018295
500,30.5,2.141046839,0.36863312,5.051708076,0.6463851,2.498323369,0.36898967,5.287542798,0.64450966,0.8569934804,0.9553980495,0.00035655,0.00187544
